fact_id,layer,pair_type,variant_id_a,variant_id_b,is_correct_a,is_correct_b,cosine_distance,l2_distance,jaccard_distance,n_active_a,n_active_b,n_shared_features
cf_10140,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9754217267036438,865.5109252929688,0.8823529411764706,10,9,2
cf_10140,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.325748085975647,1456.8604736328125,0.84,13,16,4
cf_10140,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.6059551239013672,1618.68310546875,0.8928571428571429,19,12,3
cf_10140,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8918622136116028,2658.783447265625,0.9166666666666666,15,11,2
cf_10144,2,correct_wrong,paraphrase_00,paraphrase_01,True,False,1.0,640.7868041992188,1.0,4,5,0
cf_10144,3,correct_wrong,paraphrase_00,paraphrase_01,True,False,1.0,710.4561157226562,1.0,9,8,0
cf_10144,4,correct_wrong,paraphrase_00,paraphrase_01,True,False,1.0,813.853271484375,1.0,9,13,0
cf_10144,12,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.8459762930870056,1798.9168701171875,0.9655172413793104,17,13,1
cf_10144,15,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.9654686450958252,1768.9017333984375,0.9615384615384616,14,13,1
cf_10144,18,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.684051513671875,2718.671875,0.88,16,12,3
cf_1016,2,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.013600587844848633,73.91989135742188,0.75,2,3,1
cf_1016,3,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.03582906723022461,133.68479919433594,0.5,6,9,5
cf_1016,4,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.0657881498336792,193.40830993652344,0.5454545454545454,6,10,5
cf_1016,12,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.1009446382522583,599.1802978515625,0.5416666666666667,16,19,11
cf_1016,15,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.28521525859832764,894.10498046875,0.782608695652174,13,15,5
cf_1016,18,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.15764164924621582,1451.8175048828125,0.5882352941176471,13,11,7
cf_10160,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9135631322860718,712.4006958007812,0.9444444444444444,8,11,1
cf_10160,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,718.1996459960938,1.0,10,16,0
cf_10160,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9542685747146606,787.0640869140625,0.92,10,17,2
cf_10160,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.7399160861968994,1472.884765625,0.8636363636363636,26,24,6
cf_10160,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8376643061637878,1851.6563720703125,0.95,23,19,2
cf_10160,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8927558660507202,2454.046142578125,0.972972972972973,19,19,1
cf_10165,2,correct_correct,paraphrase_00,paraphrase_01,True,True,1.0,637.7896118164062,1.0,5,5,0
cf_10165,3,correct_correct,paraphrase_00,paraphrase_01,True,True,1.0,675.6780395507812,1.0,10,4,0
cf_10165,4,correct_correct,paraphrase_00,paraphrase_01,True,True,1.0,764.211181640625,1.0,11,9,0
cf_10165,12,correct_correct,paraphrase_00,paraphrase_01,True,True,0.8653649687767029,1601.7540283203125,0.92,15,12,2
cf_10165,15,correct_correct,paraphrase_00,paraphrase_01,True,True,0.9592429399490356,1596.1676025390625,0.9230769230769231,15,13,2
cf_10165,18,correct_correct,paraphrase_00,paraphrase_01,True,True,0.7493721842765808,2643.476806640625,0.75,17,18,7
cf_10167,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.02475881576538086,97.98979187011719,0.5714285714285714,5,5,3
cf_10167,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.038020431995391846,137.33595275878906,0.4,8,8,6
cf_10167,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.06828898191452026,242.18763732910156,0.5454545454545454,7,9,5
cf_10167,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.2168877124786377,1276.61572265625,0.8461538461538461,13,17,4
cf_10167,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.5971812009811401,1639.3682861328125,0.8148148148148149,15,17,5
cf_10167,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.4898131489753723,2190.048828125,0.8275862068965517,19,15,5
cf_10171,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,802.6165161132812,1.0,11,6,0
cf_10171,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,802.4150390625,1.0,16,6,0
cf_10171,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,839.0108642578125,1.0,14,7,0
cf_10171,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9562578797340393,1583.4443359375,0.962962962962963,17,11,1
cf_10171,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9636459946632385,1816.1649169921875,0.9705882352941176,23,12,1
cf_10171,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9604210257530212,2534.22607421875,0.9722222222222222,20,17,1
cf_10182,2,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.00019609928131103516,26.552867889404297,0.0,4,4,4
cf_10182,3,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.05802696943283081,161.4239044189453,0.2857142857142857,7,5,5
cf_10182,4,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.038395822048187256,145.85630798339844,0.6666666666666667,6,6,3
cf_10182,12,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.09608405828475952,708.4522094726562,0.736842105263158,16,8,5
cf_10182,15,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.07801610231399536,707.6187744140625,0.5263157894736843,16,12,9
cf_10182,18,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.12527191638946533,1730.4598388671875,0.7727272727272727,13,14,5
cf_10192,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.995728611946106,588.2921142578125,0.8888888888888888,5,5,1
cf_10192,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,640.68994140625,1.0,5,5,0
cf_10192,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,732.6692504882812,1.0,11,7,0
cf_10192,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8099194765090942,1861.767822265625,0.8666666666666667,16,18,4
cf_10192,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.963110089302063,1654.6129150390625,0.972972972972973,20,18,1
cf_10192,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9530304074287415,2951.132080078125,0.9714285714285714,22,14,1
cf_1020,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.017323017120361328,82.00348663330078,0.19999999999999996,4,5,4
cf_1020,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.03864550590515137,144.1964569091797,0.75,7,8,3
cf_1020,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.06722873449325562,217.8355255126953,0.4545454545454546,10,7,6
cf_1020,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.10678666830062866,782.4840698242188,0.7407407407407407,13,21,7
cf_1020,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.3854767084121704,1131.520263671875,0.7619047619047619,15,11,5
cf_1020,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.5309696197509766,2308.798583984375,0.8,15,15,5
cf_10211,2,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.09661906957626343,202.54110717773438,0.7777777777777778,7,4,2
cf_10211,3,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.12372750043869019,258.3192443847656,0.75,6,4,2
cf_10211,4,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.13531774282455444,331.0306396484375,0.7857142857142857,9,8,3
cf_10211,12,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.07817268371582031,749.2894287109375,0.7058823529411764,12,10,5
cf_10211,15,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.20458805561065674,1182.3037109375,0.8095238095238095,13,12,4
cf_10211,18,correct_wrong,paraphrase_00,paraphrase_01,True,False,0.27003002166748047,1878.264404296875,0.6470588235294117,11,12,6
cf_10214,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.0128631591796875,118.0602798461914,0.4,3,5,3
cf_10214,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.14885371923446655,209.5592041015625,0.6666666666666667,7,5,3
cf_10214,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.20296865701675415,426.3074951171875,0.5555555555555556,8,5,4
cf_10214,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.20857810974121094,1144.7449951171875,0.7619047619047619,13,13,5
cf_10214,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.2543509602546692,1059.74072265625,0.6666666666666667,17,19,9
cf_10214,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.31652504205703735,1459.6424560546875,0.5,20,19,13
cf_10222,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.013840794563293457,83.24478912353516,0.16666666666666663,6,5,5
cf_10222,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.018979430198669434,97.23828887939453,0.0,6,6,6
cf_10222,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.034134745597839355,133.6847381591797,0.30000000000000004,10,7,7
cf_10222,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.23609870672225952,1007.4679565429688,0.7307692307692308,14,19,7
cf_10222,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.6217437386512756,1589.7919921875,0.76,15,16,6
cf_10222,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.22319889068603516,2307.71533203125,0.8846153846153846,9,20,3
cf_10238,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,629.1554565429688,1.0,7,5,0
cf_10238,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,677.3067016601562,1.0,12,8,0
cf_10238,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8949958086013794,722.731689453125,0.7777777777777778,13,9,4
cf_10238,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8715097308158875,1372.5887451171875,0.9210526315789473,22,19,3
cf_10238,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8967790007591248,1953.3486328125,0.9117647058823529,20,17,3
cf_10238,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9775842428207397,4614.75830078125,0.9655172413793104,13,17,1
cf_10240,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.991152822971344,608.6531372070312,0.8888888888888888,5,5,1
cf_10240,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9913532137870789,622.878173828125,0.8888888888888888,5,5,1
cf_10240,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9400470852851868,675.3720092773438,0.8571428571428572,8,8,2
cf_10240,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9017282128334045,2482.6591796875,0.84,15,14,4
cf_10240,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8257427215576172,2322.2470703125,0.7407407407407407,23,11,7
cf_10240,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9428735971450806,4358.9365234375,0.9393939393939394,21,14,2
cf_10241,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.7878515720367432,588.1353759765625,0.9090909090909091,5,7,1
cf_10241,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8405871391296387,574.3671264648438,0.8421052631578947,11,11,3
cf_10241,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9653701782226562,784.59423828125,0.9523809523809523,9,13,1
cf_10241,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.6237128973007202,1455.6614990234375,0.7666666666666666,20,17,7
cf_10241,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.4828972816467285,1193.7686767578125,0.6956521739130435,15,15,7
cf_10241,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.2790032625198364,1924.2296142578125,0.7931034482758621,21,14,6
cf_10242,2,correct_correct,paraphrase_00,paraphrase_01,True,True,0.0003674030303955078,14.252113342285156,0.0,5,5,5
cf_10242,3,correct_correct,paraphrase_00,paraphrase_01,True,True,0.0433691143989563,129.56076049804688,0.375,8,5,5
cf_10242,4,correct_correct,paraphrase_00,paraphrase_01,True,True,0.12257665395736694,260.70037841796875,0.5,7,8,5
cf_10242,12,correct_correct,paraphrase_00,paraphrase_01,True,True,0.23035955429077148,635.7813110351562,0.6153846153846154,19,17,10
cf_10242,15,correct_correct,paraphrase_00,paraphrase_01,True,True,0.16738128662109375,994.802001953125,0.696969696969697,20,23,10
cf_10242,18,correct_correct,paraphrase_00,paraphrase_01,True,True,0.1844889521598816,1766.05224609375,0.75,19,16,7
cf_10247,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,677.4189453125,1.0,18,5,0
cf_10247,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9782553315162659,732.528076171875,0.9615384615384616,21,6,1
cf_10247,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,738.0584106445312,1.0,17,7,0
cf_10247,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.9664428234100342,1625.591796875,0.9459459459459459,26,13,2
cf_10247,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.834988534450531,2096.0693359375,0.8571428571428572,16,16,4
cf_10247,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8501215577125549,3513.3505859375,0.9024390243902439,29,16,4
cf_10258,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.062462031841278076,161.71434020996094,0.875,4,5,1
cf_10258,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.0983545184135437,240.92947387695312,0.7777777777777778,6,5,2
cf_10258,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.12954944372177124,319.7123718261719,0.6363636363636364,6,9,4
cf_10258,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.20567947626113892,1156.5030517578125,0.8181818181818181,16,10,4
cf_10258,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.7076408863067627,2095.3896484375,0.84,17,12,4
cf_10258,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.689600944519043,2428.39208984375,0.8823529411764706,11,8,2
cf_10276,2,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,702.3048706054688,1.0,6,7,0
cf_10276,3,wrong_wrong,paraphrase_00,paraphrase_01,False,False,1.0,700.7362060546875,1.0,8,8,0
cf_10276,4,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.984074592590332,751.4109497070312,0.9444444444444444,8,11,1
cf_10276,12,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8287487626075745,1702.705322265625,0.8928571428571429,16,15,3
cf_10276,15,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.8746646642684937,1813.8172607421875,0.95,22,20,2
cf_10276,18,wrong_wrong,paraphrase_00,paraphrase_01,False,False,0.7383489012718201,2942.385986328125,0.9166666666666666,19,20,3
cf_10278,2,correct_wrong,paraphrase_00,paraphrase_01,False,True,1.0,669.2451171875,1.0,5,18,0
cf_10278,3,correct_wrong,paraphrase_00,paraphrase_01,False,True,1.0,733.8045043945312,1.0,5,23,0
cf_10278,4,correct_wrong,paraphrase_00,paraphrase_01,False,True,1.0,778.0315551757812,1.0,8,19,0
