row_id,fact_id,variant_id,layer,pair_type,is_correct,subject,correct_answer,target_new,n_active_features,sum_active_activation,max_active_activation,mean_active_activation
88,cf_8667,paraphrase_00,2,wrong_wrong,False,The Bronx Is Burning,ESPN,CNN,2,455.5048522949219,426.41351318359375,227.75242614746094
89,cf_8667,paraphrase_01,2,wrong_wrong,False,The Bronx Is Burning,ESPN,CNN,3,511.8359680175781,435.71575927734375,170.61198933919272
90,cf_1423,paraphrase_00,2,wrong_wrong,False,Patrick Colquhoun,London,Guam,3,551.1087036132812,477.039794921875,183.7029012044271
91,cf_1423,paraphrase_01,2,wrong_wrong,False,Patrick Colquhoun,London,Guam,3,540.4110717773438,456.5753173828125,180.13702392578125
92,cf_15054,paraphrase_00,2,correct_wrong,True,Nintendo Software Planning & Development,Nintendo,Chicago,8,1353.943115234375,547.5914306640625,169.24288940429688
93,cf_15054,paraphrase_01,2,correct_wrong,False,Nintendo Software Planning & Development,Nintendo,Chicago,7,1262.0531005859375,507.9134521484375,180.29330008370536
94,cf_17571,paraphrase_00,2,correct_wrong,True,Hilary Putnam,philosopher,actor,4,781.8571166992188,280.0613708496094,195.4642791748047
95,cf_17571,paraphrase_01,2,correct_wrong,False,Hilary Putnam,philosopher,actor,4,670.6558837890625,471.0702819824219,167.66397094726562
96,cf_4090,paraphrase_00,2,correct_correct,True,Michel Poniatowski,French,Spanish,29,2508.025146484375,173.85198974609375,86.48362574084052
97,cf_4090,paraphrase_01,2,correct_correct,True,Michel Poniatowski,French,Spanish,5,733.1204223632812,378.72412109375,146.62408447265625
98,cf_12403,paraphrase_00,2,wrong_wrong,False,Ludwig Klages,psychology,chemistry,5,817.0825805664062,301.303466796875,163.41651611328126
99,cf_12403,paraphrase_01,2,wrong_wrong,False,Ludwig Klages,psychology,chemistry,7,846.960693359375,331.20172119140625,120.994384765625
100,cf_2582,paraphrase_00,2,wrong_wrong,False,Washington McLean,Cincinnati,Detroit,4,563.7399291992188,423.21044921875,140.9349822998047
101,cf_2582,paraphrase_01,2,wrong_wrong,False,Washington McLean,Cincinnati,Detroit,4,511.8873291015625,203.53863525390625,127.97183227539062
102,cf_18089,paraphrase_00,2,correct_wrong,False,"George Cadogan, 5th Earl Cadogan",London,Minneapolis,2,592.204345703125,477.061767578125,296.1021728515625
103,cf_18089,paraphrase_01,2,correct_wrong,True,"George Cadogan, 5th Earl Cadogan",London,Minneapolis,2,488.953125,443.07830810546875,244.4765625
104,cf_9606,paraphrase_00,2,correct_correct,True,Norway,Oslo,Rome,5,801.9860229492188,296.4048156738281,160.39720458984374
105,cf_9606,paraphrase_01,2,correct_correct,True,Norway,Oslo,Rome,13,1245.145263671875,349.8301696777344,95.78040489783653
106,cf_20599,paraphrase_00,2,wrong_wrong,False,Hans Bol,Amsterdam,Rome,5,591.661376953125,384.41400146484375,118.332275390625
107,cf_20599,paraphrase_01,2,wrong_wrong,False,Hans Bol,Amsterdam,Rome,2,490.22967529296875,461.50299072265625,245.11483764648438
108,cf_20267,paraphrase_00,2,wrong_wrong,False,Ivar Antonsen,piano,guitar,5,663.2765502929688,387.7953796386719,132.65531005859376
109,cf_20267,paraphrase_01,2,wrong_wrong,False,Ivar Antonsen,piano,guitar,7,650.6007080078125,270.9619445800781,92.94295828683036
110,cf_11850,paraphrase_00,2,correct_wrong,False,Steve Yzerman,hockey,football,8,1166.9425048828125,260.5517578125,145.86781311035156
111,cf_11850,paraphrase_01,2,correct_wrong,True,Steve Yzerman,hockey,football,15,1769.295654296875,355.1302490234375,117.95304361979167
112,cf_18918,paraphrase_00,2,wrong_wrong,False,Northwest Branch Anacostia River,Maryland,Ontario,4,542.3552856445312,411.49432373046875,135.5888214111328
113,cf_18918,paraphrase_01,2,wrong_wrong,False,Northwest Branch Anacostia River,Maryland,Ontario,5,703.8372192382812,449.01849365234375,140.76744384765624
114,cf_6300,paraphrase_00,2,wrong_wrong,False,Alston G. Dayton,politician,actor,5,744.8864135742188,415.932373046875,148.97728271484374
115,cf_6300,paraphrase_01,2,wrong_wrong,False,Alston G. Dayton,politician,actor,5,728.3515625,293.93603515625,145.6703125
116,cf_2279,paraphrase_00,2,correct_wrong,False,Alain Mabanckou,French,Swedish,5,759.1720581054688,370.65740966796875,151.83441162109375
117,cf_2279,paraphrase_01,2,correct_wrong,True,Alain Mabanckou,French,Swedish,5,770.455810546875,277.98419189453125,154.091162109375
118,cf_1501,paraphrase_00,2,wrong_wrong,False,Maurice Schutz,French,Russian,4,761.1474609375,290.086181640625,190.286865234375
119,cf_1501,paraphrase_01,2,wrong_wrong,False,Maurice Schutz,French,Russian,28,2582.105224609375,174.63565063476562,92.21804373604911
120,cf_21668,paraphrase_00,2,correct_wrong,False,Siri,Apple,IBM,6,641.3678588867188,417.4267272949219,106.89464314778645
121,cf_21668,paraphrase_01,2,correct_wrong,True,Siri,Apple,IBM,6,688.7125244140625,412.5898742675781,114.78542073567708
122,cf_7467,paraphrase_00,2,wrong_wrong,False,Abiel Smith School,Boston,Arizona,4,575.8018188476562,425.02899169921875,143.95045471191406
123,cf_7467,paraphrase_01,2,wrong_wrong,False,Abiel Smith School,Boston,Arizona,6,750.7406005859375,451.95477294921875,125.12343343098958
124,cf_9482,paraphrase_00,2,wrong_wrong,False,Cigoli,architect,actor,5,761.0706176757812,271.0538024902344,152.21412353515626
125,cf_9482,paraphrase_01,2,wrong_wrong,False,Cigoli,architect,actor,5,702.1768798828125,293.7393798828125,140.4353759765625
126,cf_2614,paraphrase_00,2,wrong_wrong,False,Neuburg Peak,Antarctica,Europe,4,677.6031494140625,447.6331787109375,169.40078735351562
127,cf_2614,paraphrase_01,2,wrong_wrong,False,Neuburg Peak,Antarctica,Europe,4,601.6021728515625,424.02154541015625,150.40054321289062
128,cf_7628,paraphrase_00,2,correct_wrong,True,Orpheus Island National Park,Australia,Italy,7,772.856201171875,470.79449462890625,110.40802873883929
129,cf_7628,paraphrase_01,2,correct_wrong,False,Orpheus Island National Park,Australia,Italy,5,617.003662109375,434.05157470703125,123.400732421875
130,cf_3309,paraphrase_00,2,wrong_wrong,False,Dino Saluzzi,composer,actor,4,675.0559692382812,476.159912109375,168.7639923095703
131,cf_3309,paraphrase_01,2,wrong_wrong,False,Dino Saluzzi,composer,actor,5,718.9832763671875,298.4685363769531,143.7966552734375
132,cf_12455,paraphrase_00,2,correct_wrong,False,Cumberland University,Tennessee,Cardiff,11,1574.4920654296875,491.4730529785156,143.13564231178978
133,cf_12455,paraphrase_01,2,correct_wrong,True,Cumberland University,Tennessee,Cardiff,4,737.810302734375,456.69000244140625,184.45257568359375
134,cf_9108,paraphrase_00,2,correct_wrong,False,Desejos de Mulher,Brazil,Poland,5,687.71923828125,415.30169677734375,137.54384765625
135,cf_9108,paraphrase_01,2,correct_wrong,True,Desejos de Mulher,Brazil,Poland,4,568.807373046875,420.484375,142.20184326171875
136,cf_14857,paraphrase_00,2,correct_correct,True,Thiruda Thirudi,Tamil,English,5,799.9180908203125,281.0118713378906,159.9836181640625
137,cf_14857,paraphrase_01,2,correct_correct,True,Thiruda Thirudi,Tamil,English,5,776.6099853515625,383.1214599609375,155.3219970703125
138,cf_20830,paraphrase_00,2,wrong_wrong,False,Mount Hallgren,Antarctica,Africa,5,600.4269409179688,428.61358642578125,120.08538818359375
139,cf_20830,paraphrase_01,2,wrong_wrong,False,Mount Hallgren,Antarctica,Africa,31,2258.769775390625,268.82794189453125,72.86354114163306
140,cf_11954,paraphrase_00,2,correct_wrong,False,Ticino,Italian,Swedish,12,1545.03662109375,306.25482177734375,128.7530517578125
141,cf_11954,paraphrase_01,2,correct_wrong,True,Ticino,Italian,Swedish,5,757.5081787109375,292.9369201660156,151.5016357421875
142,cf_5329,paraphrase_00,2,correct_wrong,False,Nintendo Software Planning & Development,Japan,Paris,7,740.7159423828125,419.7149658203125,105.81656319754464
143,cf_5329,paraphrase_01,2,correct_wrong,True,Nintendo Software Planning & Development,Japan,Paris,5,628.2387084960938,442.04986572265625,125.64774169921876
144,cf_12130,paraphrase_00,2,correct_wrong,True,Simdega,India,Libya,4,615.2655029296875,414.6409912109375,153.81637573242188
145,cf_12130,paraphrase_01,2,correct_wrong,False,Simdega,India,Libya,11,1126.03369140625,440.05352783203125,102.36669921875
146,cf_11641,paraphrase_00,2,correct_wrong,False,Baal Shem of London,Hebrew,French,14,1620.052001953125,272.23297119140625,115.71800013950893
147,cf_11641,paraphrase_01,2,correct_wrong,True,Baal Shem of London,Hebrew,French,5,884.2930908203125,289.33502197265625,176.8586181640625
148,cf_6865,paraphrase_00,2,wrong_wrong,False,Orchidea De Santis,Italian,Spanish,18,1874.0347900390625,249.5511016845703,104.11304389105902
149,cf_6865,paraphrase_01,2,wrong_wrong,False,Orchidea De Santis,Italian,Spanish,5,619.0904541015625,428.10675048828125,123.8180908203125
150,cf_8748,paraphrase_00,2,wrong_wrong,False,Jimdo,Hamburg,Jakarta,5,568.3523559570312,427.881103515625,113.67047119140625
151,cf_8748,paraphrase_01,2,wrong_wrong,False,Jimdo,Hamburg,Jakarta,5,683.4443359375,436.80859375,136.6888671875
152,cf_21234,paraphrase_00,2,wrong_wrong,False,Selma Kurz,Vienna,London,4,523.2617797851562,408.2357177734375,130.81544494628906
153,cf_21234,paraphrase_01,2,wrong_wrong,False,Selma Kurz,Vienna,London,4,575.164306640625,420.73455810546875,143.79107666015625
154,cf_2339,paraphrase_00,2,correct_wrong,True,Bituin,Philippines,Japan,5,1136.457275390625,480.71539306640625,227.291455078125
155,cf_2339,paraphrase_01,2,correct_wrong,False,Bituin,Philippines,Japan,6,766.7900390625,406.885009765625,127.79833984375
156,cf_19960,paraphrase_00,2,correct_wrong,True,Pelagius II,pope,Shah,6,660.0225830078125,368.82373046875,110.00376383463542
157,cf_19960,paraphrase_01,2,correct_wrong,False,Pelagius II,pope,Shah,5,803.66015625,392.76580810546875,160.73203125
158,cf_20806,paraphrase_00,2,wrong_wrong,False,Henri Queuille,French,English,6,752.8971557617188,428.038818359375,125.4828592936198
159,cf_20806,paraphrase_01,2,wrong_wrong,False,Henri Queuille,French,English,17,1816.3165283203125,247.95919799804688,106.84214872472427
160,cf_5607,paraphrase_00,2,wrong_wrong,False,Ma Rainey,Paramount,Fantasy,14,1757.4609375,333.98785400390625,125.53292410714286
161,cf_5607,paraphrase_01,2,wrong_wrong,False,Ma Rainey,Paramount,Fantasy,4,597.2734375,439.3669128417969,149.318359375
162,cf_17502,paraphrase_00,2,correct_wrong,True,Luca Pacioli,mathematics,physics,5,661.8486328125,295.7906799316406,132.3697265625
163,cf_17502,paraphrase_01,2,correct_wrong,False,Luca Pacioli,mathematics,physics,8,829.4181518554688,321.82177734375,103.6772689819336
164,cf_8021,paraphrase_00,2,wrong_wrong,False,Split Airport,Split,Sweden,7,780.649169921875,501.99322509765625,111.52130998883929
165,cf_8021,paraphrase_01,2,wrong_wrong,False,Split Airport,Split,Sweden,5,728.5319213867188,505.1812744140625,145.70638427734374
166,cf_5354,paraphrase_00,2,wrong_wrong,False,Aram Khachaturian,Moscow,Berlin,7,738.8865356445312,381.43719482421875,105.55521937779018
167,cf_5354,paraphrase_01,2,wrong_wrong,False,Aram Khachaturian,Moscow,Berlin,3,589.0267333984375,475.1444091796875,196.34224446614584
168,cf_15147,paraphrase_00,2,correct_correct,True,Ferrari Berlinetta Boxer,Ferrari,Cadillac,8,745.1740112304688,438.1890563964844,93.1467514038086
169,cf_15147,paraphrase_01,2,correct_correct,True,Ferrari Berlinetta Boxer,Ferrari,Cadillac,6,692.1449584960938,411.22052001953125,115.3574930826823
170,cf_12433,paraphrase_00,2,wrong_wrong,False,Arnie Herber,quarterback,midfielder,4,665.7578735351562,496.5559387207031,166.43946838378906
171,cf_12433,paraphrase_01,2,wrong_wrong,False,Arnie Herber,quarterback,midfielder,6,795.0025634765625,360.6483154296875,132.50042724609375
172,cf_8845,paraphrase_00,2,correct_wrong,True,Junichi Suwabe,Tokyo,Nottingham,4,858.5359497070312,503.055419921875,214.6339874267578
173,cf_8845,paraphrase_01,2,correct_wrong,False,Junichi Suwabe,Tokyo,Nottingham,5,858.9072265625,491.0694580078125,171.7814453125
174,cf_20971,paraphrase_00,2,correct_wrong,False,Chevrolet Corvette C5-R,Chevrolet,Atari,5,581.5132446289062,406.11907958984375,116.30264892578126
175,cf_20971,paraphrase_01,2,correct_wrong,True,Chevrolet Corvette C5-R,Chevrolet,Atari,6,670.561767578125,408.7385559082031,111.76029459635417
176,cf_18250,paraphrase_00,2,wrong_wrong,False,Rudolf Viest,Slovakia,Norway,5,711.360107421875,384.1434326171875,142.272021484375
177,cf_18250,paraphrase_01,2,wrong_wrong,False,Rudolf Viest,Slovakia,Norway,4,1020.5055541992188,470.00604248046875,255.1263885498047
178,cf_7196,paraphrase_00,2,wrong_wrong,False,World Association of Girl Guides and Girl Scouts,London,Barcelona,6,649.0515747070312,433.82940673828125,108.17526245117188
179,cf_7196,paraphrase_01,2,wrong_wrong,False,World Association of Girl Guides and Girl Scouts,London,Barcelona,5,653.8143310546875,444.1485595703125,130.7628662109375
180,cf_10626,paraphrase_00,2,wrong_wrong,False,Valentin Conrart,French,English,29,2443.3203125,164.19479370117188,84.25242456896552
181,cf_10626,paraphrase_01,2,wrong_wrong,False,Valentin Conrart,French,English,18,1902.7681884765625,249.2579803466797,105.70934380425348
182,cf_1832,paraphrase_00,2,wrong_wrong,False,The Postal Service,Seattle,Toronto,3,486.6435852050781,416.691650390625,162.21452840169272
183,cf_1832,paraphrase_01,2,wrong_wrong,False,The Postal Service,Seattle,Toronto,5,579.0316772460938,412.68994140625,115.80633544921875
184,cf_7505,paraphrase_00,2,correct_wrong,True,Thomas Laird Kennedy,Canada,France,4,1036.201171875,476.99029541015625,259.05029296875
185,cf_7505,paraphrase_01,2,correct_wrong,False,Thomas Laird Kennedy,Canada,France,6,755.841552734375,386.50665283203125,125.97359212239583
186,cf_1051,paraphrase_00,2,correct_wrong,True,Vistula,Europe,Antarctica,4,729.36962890625,376.94696044921875,182.3424072265625
187,cf_1051,paraphrase_01,2,correct_wrong,False,Vistula,Europe,Antarctica,6,801.537841796875,441.06842041015625,133.58964029947916
188,cf_10336,paraphrase_00,2,wrong_wrong,False,Barney Balaban,Chicago,Ottawa,6,903.7685546875,455.9853515625,150.62809244791666
189,cf_10336,paraphrase_01,2,wrong_wrong,False,Barney Balaban,Chicago,Ottawa,4,854.9300537109375,502.0792236328125,213.73251342773438
190,cf_13145,paraphrase_00,2,wrong_wrong,False,Arundel Formation,Maryland,Illinois,6,718.59033203125,462.8531494140625,119.76505533854167
191,cf_13145,paraphrase_01,2,wrong_wrong,False,Arundel Formation,Maryland,Illinois,4,571.2196044921875,417.81988525390625,142.80490112304688
192,cf_8773,paraphrase_00,2,wrong_wrong,False,Giovanni Maria Nanino,composer,astronaut,5,861.6150512695312,275.4998779296875,172.32301025390626
193,cf_8773,paraphrase_01,2,wrong_wrong,False,Giovanni Maria Nanino,composer,astronaut,4,704.5901489257812,463.83135986328125,176.1475372314453
194,cf_2168,paraphrase_00,2,correct_wrong,False,American Samoa,English,Swedish,11,1517.294677734375,298.2217712402344,137.9358797940341
195,cf_2168,paraphrase_01,2,correct_wrong,True,American Samoa,English,Swedish,5,823.9742431640625,275.5314025878906,164.7948486328125
